Tipo;Colonia;Habitaciones;Area;Valor
Departamento;Roma Norte;2;59;5250.0
Departamento;Narvarte;3;115;6650.0
Departamento;El Rosedal;1;45;1750.0
Departamento;Bosques de Aragón;3;200;28000.0
Departamento;Narvarte;2;65;6300.0
Departamento;Santa Fe;2;69;7175.0
Departamento;Lomas de Chapultepec;3;100;15750.0
Tienda/Salón;Santa Fe;0;598;70000.0
Departamento;Coyoacán;3;190;17500.0
Departamento;Santa Fe;2;70;8050.0
Departamento;Coyoacán;2;85;20300.0
Casa Comercial;Polanco;0;300;59500.0
Conjunto Comercial/Sala;Centro Histórico;0;40;4200.0
Departamento;Santa Fe;4;224;15750.0
Casa;La Condesa;4;400;38500.0
Departamento en Hotel;Condesa;1;60;7700.0
Departamento;Santa Fe;4;220;26250.0
Cocineta;Coyoacán;0;30;5950.0
Casa;Tlalpan;5;320;59500.0
Tienda en Centro Comercial;Condesa;0;50;12250.0
Departamento;Condesa;1;40;5250.0
Departamento;Narvarte;4;98;9450.0
Conjunto Comercial/Sala;Santa Fe;0;27;3850.0
Departamento;Condesa;4;240;28000.0
Departamento;Narvarte;3;105;11200.0
Departamento;Condesa;3;135;15750.0
Departamento;Coyoacán;3;155;21000.0
Departamento;Condesa;3;150;15750.0
Tienda/Salón;Lomas de Chapultepec;0;51;27650.0
Departamento;Santa Fe;4;293;26250.0
Departamento;Coyoacán;3;158;22750.0
Galpón/Depósito/Almacén;Lindavista;0;600;47250.0
Departamento;Santa Fe;7;1147;84000.0
Conjunto Comercial/Sala;Santa Fe;0;30;3850.0
Departamento;Santa Fe;3;150;19250.0
Conjunto Comercial/Sala;Industrial Vallejo;0;56;10500.0
Conjunto Comercial/Sala;Condesa;0;200;23800.0
Casa;Condesa;3;200;14000.0
Departamento;Napoles;1;65;9800.0
Departamento;San Miguel Chapultepec;2;60;4900.0
Departamento;Coyoacán;3;180;33250.0
Departamento;Lomas de Chapultepec;4;395;70000.0
Estudio;La Merced;0;110;5250.0
Departamento;San Andrés Tetepilco;2;49;3850.0
Conjunto Comercial/Sala;Santa Fe;0;43;4882.5
Departamento;San Miguel Chapultepec;2;54;4550.0
Tienda/Salón;Santa Fe;0;75;21000.0
Departamento;San Rafael;2;90;5950.0
Departamento;Coyoacán;3;145;28000.0
Conjunto Comercial/Sala;Santa Fe;0;30;3500.0
Departamento;Santa Fe;2;80;10500.0
Departamento;Coyoacán;1;55;13300.0
Departamento;Coyoacán;2;75;18200.0
Conjunto Comercial/Sala;Centro Histórico;0;30;1750.0
Conjunto Comercial/Sala;Santa Fe;0;117;30712.5
Departamento;Coyoacán;4;200;47250.0
Departamento;Polanco;2;100;10500.0
Tienda en Centro Comercial;Santa Fe;0;180;24500.0
Departamento en Hotel;Santa Fe;2;80;8750.0
Tienda/Salón;Centro Histórico;0;135;17500.0
Departamento;Condesa;2;98;11550.0
Conjunto Comercial/Sala;Centro Histórico;0;379;53060.0
Departamento;Del Valle;5;367;21000.0
Departamento;Condesa;4;300;12250.0
Conjunto Comercial/Sala;Santa Fe;0;44;5250.0
Casa de Condominio;Santa Fe;6;1000;84031.5
Departamento;San Miguel Chapultepec;2;64;5250.0
Conjunto Comercial/Sala;Santa Fe;0;130;15750.0
Conjunto Comercial/Sala;Centro Histórico;4;200;17500.0
Departamento;Napoles;1;40;8050.0
Departamento;Bosques de las Lomas;2;120;12250.0
Departamento;Condesa;3;90;10500.0
Conjunto Comercial/Sala;Centro Histórico;0;30;1750.0
Departamento;Arboledas;3;67;5250.0
Departamento;Los Reyes Coyoacán;1;60;3500.0
Conjunto Comercial/Sala;Centro Histórico;0;115;28087.5
Departamento en Hotel;Coyoacán;1;65;14700.0
Departamento;San Ángel;2;61;6650.0
Departamento;Roma;2;87;13300.0
Tienda/Salón;Santa Fe;0;90;15750.0
Departamento;Lomas de Chapultepec;2;94;26250.0
Departamento;Santa Fe;4;155;17500.0
Departamento;Coyoacán;4;380;87500.0
Conjunto Comercial/Sala;Centro Histórico;0;218;49000.0
Departamento;Condesa;2;90;10500.0
Departamento;Santa Fe;3;92;8575.0
Departamento;Santa Fe;4;300;35000.0
Departamento;Condesa;1;36;5600.0
Departamento;Lomas de Chapultepec;3;170;26250.0
Departamento;Coyoacán;2;70;10850.0
Departamento;Santa Fe;1;45;8312.5
Conjunto Comercial/Sala;Centro Histórico;0;600;70000.0
Conjunto Comercial/Sala;Peralvillo;0;21;350.0
Departamento;Santa Fe;2;70;8750.0
Departamento;Roma;1;45;6300.0
Departamento;Santa Fe;2;100;17500.0
Departamento;Condesa;3;105;15750.0
Conjunto Comercial/Sala;Centro Histórico;0;192;22750.0
Tienda en Centro Comercial;San Ángel;0;82;17500.0
Departamento;Santa Fe;2;51;5600.0
Departamento;Del Valle;3;130;9450.0
Conjunto Comercial/Sala;Roma;0;110;38500.0
Departamento;Napoles;4;185;19250.0
Departamento;Coyoacán;3;140;22750.0
Conjunto Comercial/Sala;San Pedro de los Pinos;0;1080;226800.0
Departamento;Santa Fe;4;174;16100.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;33;15750.0
Departamento;Santa Fe;2;93;8400.0
Tienda/Salón;Centro Histórico;0;577;105000.0
Tienda/Salón;Condesa;0;220;42000.0
Departamento;Coyoacán;3;140;21000.0
Departamento;Condesa;2;100;14000.0
Departamento;San Miguel Chapultepec;3;100;6300.0
Departamento;Narvarte;2;64;5950.0
Departamento;Narvarte;3;100;7700.0
Departamento;Santa Fe;2;90;10500.0
Departamento;Roma;2;79;15102.5
Departamento;Condesa;4;145;12250.0
Departamento;Condesa;2;280;70000.0
Conjunto Comercial/Sala;Santa Fe;0;1300;280000.0
Departamento;Condesa;3;100;9450.0
Edificio Completo;Narvarte;0;150;15750.0
Departamento;Roma;2;60;7700.0
Departamento;Lomas de Chapultepec;3;140;34930.0
Departamento;Ciudad de los Deportes;3;136;5250.0
Departamento;Lomas de Chapultepec;3;170;32900.0
Terreno Estándar;San Juan Xalpa;0;13500;164500.0
Departamento;San Jerónimo;4;190;21000.0
Departamento;Narvarte;2;75;6300.0
Departamento;Lomas de Padierna;1;50;3850.0
Conjunto Comercial/Sala;Centro Histórico;0;112;5600.0
Departamento;Roma;3;108;12250.0
Departamento;Coyoacán;3;205;35000.0
Departamento;Bosques de las Lomas;1;45;8050.0
Departamento;Coyoacán;2;85;12425.0
Conjunto Comercial/Sala;Santa Fe;0;66;16800.0
Departamento;Roma;3;95;17500.0
Departamento;Condesa;3;156;17500.0
Departamento;Narvarte;2;64;3500.0
Departamento;Lomas de Chapultepec;1;120;17500.0
Conjunto Comercial/Sala;Santa Fe;0;300;63000.0
Departamento;Bosques de las Lomas;3;106;11725.0
Departamento;Napoles;3;120;15750.0
Departamento;Santa Fe;4;266;52500.0
Cocineta;Coyoacán;1;37;6300.0
Departamento;Roma;3;149;14700.0
Departamento;Coyoacán;4;264;77000.0
Departamento;Santa Fe;2;95;10398.5
Departamento;Lomas de Chapultepec;2;73;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;160;38500.0
Departamento;Coyoacán;3;180;27300.0
Conjunto Comercial/Sala;Condesa;0;198;17500.0
Conjunto Comercial/Sala;El Rosedal;0;35;1400.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;26;12250.0
Departamento;Condesa;1;40;23100.0
Departamento;Condesa;3;118;14000.0
Departamento;Coyoacán;3;110;24500.0
Departamento;Santa Fe;3;110;8750.0
Departamento en Hotel;Lomas de Chapultepec;2;80;29750.0
Conjunto Comercial/Sala;Centro Histórico;0;347;42000.0
Departamento;Bosques de las Lomas;4;240;31500.0
Casa;San Ángel;4;400;24500.0
Departamento;Condesa;3;110;8750.0
Departamento;Condesa;2;67;8750.0
Cocineta;Condesa;1;30;4550.0
Conjunto Comercial/Sala;Centro Histórico;0;27;4550.0
Conjunto Comercial/Sala;Santa Fe;0;31;2800.0
Loft;Condesa;1;32;8050.0
Departamento;Santa Fe;2;70;7000.0
Edificio Completo;Narvarte;0;5315;805000.0
Cochera/Estacionamiento;Centro Histórico;0;9;350.0
Departamento;Santa Fe;1;56;6650.0
Tienda/Salón;Santa Fe;0;116;10500.0
Departamento en Hotel;Santa Fe;1;52;21000.0
Departamento;Condesa;1;32;4200.0
Departamento en Hotel;Coyoacán;2;85;56000.0
Departamento;Polanco;3;150;19425.0
Departamento;San Miguel Chapultepec;2;70;5600.0
Departamento;Roma;1;50;5600.0
Departamento;Santa Fe;4;146;17150.0
Departamento;Lomas de Chapultepec;2;93;14700.0
Conjunto Comercial/Sala;Centro Histórico;0;423;31150.0
Departamento;Santa Fe;4;126;15750.0
Departamento;Polanco;2;68;10150.0
Cocineta;Condesa;1;35;6300.0
Departamento;Coyoacán;2;90;12600.0
Departamento;Santa Fe;4;160;12425.0
Conjunto Comercial/Sala;Coyoacán;0;40;8750.0
Departamento;Condesa;3;136;13650.0
Conjunto Comercial/Sala;Centro Histórico;0;29;2660.0
Departamento;Condesa;2;93;11200.0
Departamento;Centro Histórico;2;50;3500.0
Departamento;Santa Fe;3;124;14000.0
Conjunto Comercial/Sala;Centro Histórico;0;227;14000.0
Departamento;Santa Fe;2;70;12250.0
Conjunto Comercial/Sala;Centro Histórico;0;588;103008.5
Casa de Condominio;Santa Fe;4;500;35000.0
Departamento;Santa Fe;1;25;5687.5
Terreno Estándar;Roma;0;400;122500.0
Conjunto Comercial/Sala;Villa de Cortés;0;550;134750.0
Conjunto Comercial/Sala;Santa Fe;0;58;4550.0
Departamento;Santa Fe;2;126;13996.5
Conjunto Comercial/Sala;Santa Fe;0;43;1295000.0
Departamento;Lomas de Chapultepec;2;108;15750.0
Casa de Condominio;Santa Fe;5;1200;157500.0
Casa de Condominio;Mixcoac;2;70;3850.0
Departamento;Napoles;1;65;10500.0
Departamento;Condesa;4;220;44800.0
Conjunto Comercial/Sala;Santa Fe;0;36;3325.0
Conjunto Comercial/Sala;Santa Fe;1;60;8750.0
Conjunto Comercial/Sala;Santa Fe;0;81;9800.0
Departamento;Santa Fe;2;75;7000.0
Conjunto Comercial/Sala;Centro Histórico;0;364;26250.0
Departamento;Condesa;3;150;11550.0
Casa;Álvaro Obregón;2;98;3465.0
Departamento;Condesa;3;130;10500.0
Galpón/Depósito/Almacén;Vallejo;0;4000;147000.0
Departamento;Santa Fe;2;80;14000.0
Departamento;Santa Fe;2;70;8050.0
Departamento;San Pedro de los Pinos;2;72;3850.0
Departamento;Casa Blanca;3;65;4200.0
Tienda/Salón;Centro Histórico;0;2500;122500.0
Departamento;Coyoacán;3;169;29750.0
Departamento;Roma;1;40;7000.0
Departamento;Condesa;1;51;5775.0
Departamento;Iztacalco;2;60;5250.0
Departamento;Condesa;3;130;21000.0
Departamento;Roma;3;108;21000.0
Departamento;Napoles;1;50;6650.0
Departamento;Santa Fe;1;68;5950.0
Departamento;Santa Fe;2;104;14700.0
Departamento;San Pedro de los Pinos;3;105;17500.0
Loft;Coyoacán;1;36;7000.0
Conjunto Comercial/Sala;Condesa;0;35;5775.0
Conjunto Comercial/Sala;Centro Histórico;0;70;6650.0
Departamento;Santa Fe;3;160;22400.0
Conjunto Comercial/Sala;Centro Histórico;0;32;1575.0
Departamento;Arboledas;2;70;3500.0
Departamento;Santa Fe;3;180;23100.0
Departamento;Santa Fe;4;231;42000.0
Departamento;San Miguel Chapultepec;2;69;7700.0
Departamento;Condesa;2;81;12250.0
Departamento;Villa de Guadalupe;2;60;4200.0
Casa;Del Valle;3;300;24500.0
Departamento en Hotel;Santa Fe;1;71;7350.0
Departamento;Condesa;1;25;9800.0
Departamento;Santa Fe;4;245;24500.0
Departamento;Roma;1;35;3500.0
Casa Comercial;Centro Histórico;0;42;3150.0
Departamento;Nativitas;3;68;5600.0
Departamento;Bosques de las Lomas;2;110;24150.0
Departamento;Coyoacán;2;70;12950.0
Departamento;Coyoacán;3;115;59500.0
Casa;San Gregorio Atlapulco;2;60;2800.0
Departamento;Nativitas;2;58;3150.0
Departamento;Juárez;2;65;11200.0
Departamento;Santa Fe;4;218;19250.0
Departamento;El Contadero;2;99;5600.0
Departamento;San Rafael;1;50;4550.0
Departamento;Santa Fe;3;100;10500.0
Conjunto Comercial/Sala;Centro Histórico;0;5;1046.5
Conjunto Comercial/Sala;Santa Fe;0;44;7000.0
Conjunto Comercial/Sala;Santa Fe;0;72;7700.0
Departamento;Condesa;2;92;10500.0
Departamento;Santa Fe;1;80;7000.0
Departamento;Condesa;4;212;31500.0
Departamento;Casa Blanca;2;50;2975.0
Departamento;Condesa;1;60;5600.0
Casa;Del Valle;2;46;6475.0
Departamento;Tlalpan;2;75;9450.0
Conjunto Comercial/Sala;Santa Fe;0;370;57750.0
Conjunto Comercial/Sala;Santa Fe;0;50;4200.0
Departamento;Coyoacán;3;170;24500.0
Departamento;Condesa;3;74;8750.0
Cocineta;Centro Histórico;1;35;2275.0
Tienda/Salón;Condesa;0;22;10500.0
Departamento;Polanco;2;120;14000.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;300;210000.0
Departamento;Condesa;4;436;59500.0
Conjunto Comercial/Sala;Centro Histórico;0;30;2100.0
Departamento;Coyoacán;3;150;22050.0
Departamento en Hotel;Coyoacán;2;85;42000.0
Conjunto Comercial/Sala;Coyoacán;0;25;5600.0
Departamento;Lomas de Chapultepec;3;150;28000.0
Departamento;Del Valle;2;87;9800.0
Galpón/Depósito/Almacén;Condesa;0;250;12250.0
Departamento;Condesa;1;51;5250.0
Conjunto Comercial/Sala;Centro Histórico;0;21;2275.0
Departamento;Ciudad de los Deportes;3;48;2975.0
Departamento;Polanco;1;100;16450.0
Casa;Condesa;5;388;122500.0
Departamento;San Ángel;3;144;29750.0
Departamento;Villa de Cortés;2;80;3850.0
Tienda/Salón;Condesa;0;30;10500.0
Tienda/Salón;Centro Histórico;0;860;34300.0
Departamento;San Miguel Chapultepec;2;55;4900.0
Conjunto Comercial/Sala;Centro Histórico;0;2308;403900.0
Departamento;Santa Fe;1;50;4725.0
Departamento;Lomas de Chapultepec;1;49;12250.0
Conjunto Comercial/Sala;Roma;0;15;2380.0
Conjunto Comercial/Sala;Centro Histórico;0;150;12250.0
Departamento;Napoles;3;103;14350.0
Departamento;Lomas de Chapultepec;3;150;34650.0
Departamento;Tlalpan;2;70;11200.0
Conjunto Comercial/Sala;Santa Fe;0;28;2450.0
Departamento;Narvarte;2;68;6300.0
Departamento;Coyoacán;2;85;15050.0
Departamento;Lomas de Chapultepec;3;115;21000.0
Tienda/Salón;Barrio Bravo;0;2400;560000.0
Departamento;Narvarte;1;40;3850.0
Departamento;Condesa;3;140;14700.0
Cocineta;Juárez;1;30;7000.0
Conjunto Comercial/Sala;Coyoacán;0;26;15750.0
Tienda en Centro Comercial;Santa Fe;0;76;19250.0
Casa Comercial;Roma;0;433;59500.0
Galpón/Depósito/Almacén;Centro Histórico;0;500;26250.0
Departamento;San Pedro de los Pinos;3;112;16450.0
Departamento en Hotel;Lomas de Chapultepec;1;70;15050.0
Galpón/Depósito/Almacén;Santa Fe;0;500;38500.0
Departamento;Santa Fe;3;250;22750.0
Departamento;Narvarte;2;42;3150.0
Departamento;Coyoacán;2;60;17500.0
Departamento;Coyoacán;4;370;45500.0
Edificio Completo;Roma;0;3100;1050000.0
Conjunto Comercial/Sala;Santa Fe;0;880;210000.0
Departamento;Condesa;3;110;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;130;21000.0
Tienda en Centro Comercial;Coyoacán;0;32;8750.0
Tienda/Salón;Santa Fe;0;180;17500.0
Conjunto Comercial/Sala;Centro Histórico;0;3759;789390.0
Conjunto Comercial/Sala;Centro Histórico;0;245;87500.0
Casa de Vecindad;Narvarte;2;78;5950.0
Departamento en Hotel;Coyoacán;1;40;19250.0
Departamento;Del Valle;2;72;11200.0
Departamento;Coyoacán;3;120;15750.0
Departamento;Condesa;1;35;5600.0
Departamento;Lomas de Chapultepec;3;110;18200.0
Tienda/Salón;Condesa;0;220;42000.0
Departamento;Santa Fe;3;266;42000.0
Departamento;Santa Fe;1;57;8750.0
Departamento;La Loma;2;60;5250.0
Cocineta;Condesa;0;22;3850.0
Departamento;Santa Fe;2;85;8400.0
Cocineta;Lomas de Chapultepec;0;50;7350.0
Departamento;Centro Histórico;1;36;5250.0
Departamento;Roma;2;90;15750.0
Departamento;Coyoacán;2;60;12250.0
Departamento;Lomas de Chapultepec;4;256;52500.0
Conjunto Comercial/Sala;Centro Histórico;0;333;35000.0
Conjunto Comercial/Sala;Centro Histórico;0;34;1750.0
Tienda/Salón;Roma;0;300;56000.0
Departamento;Santa Fe;3;136;22400.0
Departamento;Tlalpan;2;64;7700.0
Conjunto Comercial/Sala;Centro Histórico;0;240;17500.0
Conjunto Comercial/Sala;Santa Fe;0;27;7000.0
Departamento;Santa Fe;2;84;7875.0
Departamento;Condesa;3;257;28000.0
Conjunto Comercial/Sala;Roma;0;100;38500.0
Departamento;Nativitas;2;80;3850.0
Departamento;Condesa;3;75;7000.0
Departamento;Condesa;2;76;7000.0
Departamento;Coyoacán;3;330;73500.0
Departamento;Condesa;3;140;13650.0
Departamento;Condesa;4;132;17500.0
Departamento;Santa Fe;3;247;49000.0
Departamento;Ciudad de los Deportes;2;57;2625.0
Departamento;Condesa;2;75;9800.0
Departamento;Coyoacán;2;85;14700.0
Cocineta;Centro Histórico;1;30;2625.0
Departamento;Coyoacán;4;350;49000.0
Conjunto Comercial/Sala;Centro Histórico;0;140;19250.0
Departamento;Coyoacán;5;806;315000.0
Departamento;Coyoacán;3;150;24500.0
Departamento;Condesa;2;85;18550.0
Departamento;Polanco;1;72;10500.0
Departamento;Roma;3;188;15750.0
Departamento en Hotel;Santa Fe;1;55;6300.0
Departamento;Santa Fe;2;70;5950.0
Tienda/Salón;San Pedro de los Pinos;0;52;17500.0
Departamento;Condesa;3;150;15750.0
Departamento;Coyoacán;3;150;22050.0
Departamento;Narvarte;2;89;7700.0
Casa de Condominio;Santa Fe;4;980;77000.0
Cochera/Estacionamiento;Centro Histórico;0;0;1120.0
Conjunto Comercial/Sala;Centro Histórico;0;379;53060.0
Departamento;Coyoacán;2;100;52500.0
Departamento;San Rafael;3;59;4550.0
Conjunto Comercial/Sala;Santa Fe;0;1600;560000.0
Cocineta;Centro Histórico;1;25;2450.0
Conjunto Comercial/Sala;Centro Histórico;0;47;5600.0
Departamento;Lomas de Chapultepec;2;110;10500.0
Conjunto Comercial/Sala;Santa Fe;0;30;3500.0
Departamento;Bosques de las Lomas;2;55;7700.0
Galpón/Depósito/Almacén;Nueva Santa María;0;2200;122500.0
Departamento;San Rafael;2;75;5250.0
Departamento;Santa Fe;3;290;42000.0
Departamento;Condesa;5;300;87500.0
Conjunto Comercial/Sala;Santa Fe;0;70;7000.0
Conjunto Comercial/Sala;Centro Histórico;0;579;162172.5
Departamento;Santa Fe;2;70;8050.0
Cocineta;Roma;1;21;3500.0
Conjunto Comercial/Sala;Santa Fe;0;10;12988.5
Departamento;San Miguel Chapultepec;2;65;3500.0
Conjunto Comercial/Sala;Centro Histórico;0;320;28700.0
Departamento;Polanco;3;110;14000.0
Tienda/Salón;Santa Fe;0;693;194040.0
Departamento;Coyoacán;1;39;9100.0
Departamento;Roma;1;45;9275.0
Casa de Condominio;Santa Fe;3;230;20300.0
Departamento;Coyoacán;2;82;24500.0
Departamento;Santa Fe;1;65;4550.0
Departamento;Moctezuma;2;35;2100.0
Conjunto Comercial/Sala;Villa de Guadalupe;0;18;1260.0
Departamento;Bosques de las Lomas;3;130;14350.0
Departamento;Narvarte;2;64;6300.0
Departamento;Nativitas;2;72;7000.0
Tienda en Centro Comercial;Santa Fe;0;85;17500.0
Departamento;Condesa;3;156;19250.0
Departamento;Bosques de las Lomas;4;480;43750.0
Departamento;Iztapalapa;1;40;2800.0
Cocineta;Condesa;1;28;3500.0
Conjunto Comercial/Sala;Centro Histórico;0;140;17500.0
Departamento;Condesa;2;180;59500.0
Cocineta;Roma;1;20;3850.0
Departamento;San Miguel Chapultepec;2;65;7000.0
Departamento;Coyoacán;2;70;10850.0
Departamento;Peralvillo;2;50;3500.0
Conjunto Comercial/Sala;Santa Fe;0;200;35000.0
Conjunto Comercial/Sala;Centro Histórico;0;29;2450.0
Departamento;San Miguel Chapultepec;2;60;4900.0
Departamento;Lomas de Chapultepec;3;170;35000.0
Departamento;Bosques de las Lomas;1;70;10500.0
Departamento;Polanco;1;60;8750.0
Cocineta;Centro Histórico;0;30;3500.0
Departamento;Coyoacán;4;230;22750.0
Conjunto Comercial/Sala;Roma;0;716;187950.0
Departamento;Condesa;2;63;7000.0
Conjunto Comercial/Sala;Santa Fe;0;128;45500.0
Departamento;Santa Fe;4;144;17500.0
Conjunto Comercial/Sala;Roma;0;143;26250.0
Casa Comercial;San Miguel Chapultepec;0;80;8750.0
Departamento;Villa de Cortés;4;110;4550.0
Tienda/Salón;Condesa;0;103;5425.0
Departamento;Condesa;4;135;43750.0
Departamento;Santa Fe;2;100;17500.0
Departamento;Condesa;3;189;8750.0
Casa de Condominio;Santa Fe;4;340;35000.0
Departamento;Del Valle;3;130;14000.0
Departamento;Narvarte;1;64;6475.0
Departamento;Santa Fe;2;115;15750.0
Departamento;Condesa;1;22;5250.0
Conjunto Comercial/Sala;Santa Fe;0;30;4200.0
Departamento;Nativitas;1;55;4550.0
Departamento;Lomas de Chapultepec;3;90;15575.0
Cocineta;Centro Histórico;1;25;2800.0
Casa;Centro Histórico;5;233;10500.0
Departamento;Coyoacán;3;200;34650.0
Departamento;Coyoacán;2;200;36750.0
Departamento;Condesa;2;95;7000.0
Departamento;Condesa;3;120;14000.0
Departamento;Santa Fe;4;292;87500.0
Departamento;Coyoacán;3;85;12250.0
Departamento;Santa Fe;3;150;16800.0
Departamento;San Ángel;3;112;10500.0
Departamento;Narvarte;3;180;5250.0
Departamento;Condesa;4;230;17500.0
Tienda/Salón;Coyoacán;0;210;98000.0
Departamento;Santa Fe;4;300;31500.0
Departamento;Atlampa;2;65;3500.0
Casa Comercial;Roma;0;280;56000.0
Departamento;Santa Fe;2;83;6300.0
Galpón/Depósito/Almacén;San Rafael;0;750;38150.0
Conjunto Comercial/Sala;Santa Fe;0;100;14000.0
Departamento;Del Valle;3;108;9100.0
Departamento;Coyoacán;4;210;36750.0
Departamento;San Ángel;4;132;19250.0
Conjunto Comercial/Sala;Centro Histórico;0;405;56000.0
Conjunto Comercial/Sala;Centro Histórico;0;484;35000.0
Departamento;Santa Fe;2;72;7000.0
Conjunto Comercial/Sala;Roma;0;235;41125.0
Conjunto Comercial/Sala;Centro Histórico;0;56;8400.0
Departamento;Coyoacán;3;100;24500.0
Departamento;Coyoacán;2;68;9450.0
Tienda en Centro Comercial;Santa Fe;0;30;3500.0
Departamento;San Rafael;1;60;4900.0
Conjunto Comercial/Sala;Santa Fe;0;28;1750.0
Conjunto Comercial/Sala;Santa Fe;0;27;3500.0
Conjunto Comercial/Sala;Centro Histórico;0;47;4550.0
Departamento;Coyoacán;4;470;192500.0
Departamento;Santa Fe;2;78;10500.0
Departamento;Condesa;3;250;42000.0
Departamento;San Pedro de los Pinos;3;100;15050.0
Conjunto Comercial/Sala;Coyoacán;0;30;4896.5
Departamento;Coyoacán;2;60;35000.0
Departamento;Arboledas;2;65;2800.0
Departamento;Roma;1;60;13300.0
Conjunto Comercial/Sala;Santa Fe;0;36;9100.0
Conjunto Comercial/Sala;Santa Fe;0;22;2100.0
Departamento;Coyoacán;3;140;25550.0
Conjunto Comercial/Sala;Roma;0;501;243600.0
Departamento;Condesa;2;80;12250.0
Departamento;Roma;4;161;15750.0
Conjunto Comercial/Sala;Narvarte;0;29;2800.0
Conjunto Comercial/Sala;Centro Histórico;0;30;3150.0
Departamento;Condesa;2;70;17150.0
Departamento;Coyoacán;3;110;35000.0
Conjunto Comercial/Sala;Centro Histórico;0;377;21000.0
Departamento;Coyoacán;3;140;17500.0
Conjunto Comercial/Sala;Centro Histórico;0;360;24500.0
Tienda/Salón;Santa Fe;0;207;39882.5
Departamento;Santa Fe;4;225;26600.0
Conjunto Comercial/Sala;Coyoacán;0;323;101500.0
Cocineta;Roma;1;21;2800.0
Departamento;Coyoacán;3;110;21000.0
Departamento;Condesa;1;70;8750.0
Departamento en Hotel;Roma;1;50;8750.0
Conjunto Comercial/Sala;Santa Fe;0;150;20650.0
Departamento;Napoles;2;88;10500.0
Departamento;San Andrés Tetepilco;2;90;3500.0
Departamento;Santa Fe;4;170;20650.0
Conjunto Comercial/Sala;Santa Fe;0;1202;315525.0
Departamento;Bosques de las Lomas;3;117;26250.0
Departamento;Nativitas;2;65;3500.0
Tienda/Salón;Centro Histórico;0;130;12250.0
Conjunto Comercial/Sala;Santa Fe;0;51;5950.0
Departamento;Coyoacán;2;86;46550.0
Departamento;Del Valle;3;100;12250.0
Departamento;Santa Fe;3;127;24150.0
Departamento;San Ángel;2;84;9450.0
Departamento;Bosques de las Lomas;3;104;15750.0
Departamento;Condesa;1;36;4900.0
Departamento;Roma;3;120;12250.0
Departamento;Bosques de las Lomas;3;117;17150.0
Departamento;Santa Fe;3;267;44800.0
Cocineta;Roma;1;28;3850.0
Tienda/Salón;Roma;0;463;116826.5
Conjunto Comercial/Sala;Santa Fe;0;40;2975.0
Conjunto Comercial/Sala;Polanco;0;35;8050.0
Departamento;Polanco;4;150;8050.0
Conjunto Comercial/Sala;Santa Fe;0;54;12250.0
Galpón/Depósito/Almacén;Casa Blanca;0;220;7000.0
Departamento;Santa Fe;3;145;15750.0
Departamento;Lomas de Chapultepec;4;250;59500.0
Conjunto Comercial/Sala;Centro Histórico;0;300;70000.0
Departamento;Coyoacán;3;240;35000.0
Cocineta;Condesa;1;25;3500.0
Conjunto Comercial/Sala;Santa Fe;0;245;70000.0
Departamento;Condesa;2;67;8050.0
Conjunto Comercial/Sala;Centro Histórico;0;2190;536613.0
Departamento;Santa Fe;2;93;8750.0
Casa Comercial;Roma;0;118;35000.0
Conjunto Comercial/Sala;Centro Histórico;0;77;9975.0
Cocineta;Roma;0;24;3850.0
Loft;Lomas de Chapultepec;1;60;16450.0
Departamento;Santa Fe;3;280;42000.0
Departamento;Peralvillo;2;69;4725.0
Departamento;Coyoacán;3;150;16800.0
Departamento;Bosques de las Lomas;2;110;24150.0
Departamento;Santa Fe;3;170;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;392;89138.0
Departamento;Del Valle;3;150;18200.0
Departamento;Centro Histórico;1;40;4550.0
Departamento;Condesa;2;100;8050.0
Departamento;Santa Fe;4;296;59500.0
Departamento;Santa Fe;2;83;22750.0
Tienda/Salón;Santa Fe;0;1200;336000.0
Conjunto Comercial/Sala;Condesa;0;25;4200.0
Departamento;Condesa;3;104;13300.0
Conjunto Comercial/Sala;Centro Histórico;0;195;19250.0
Departamento;Santa Fe;1;68;8750.0
Casa;Polanco;4;450;70000.0
Conjunto Comercial/Sala;Roma;0;757;357759.5
Departamento;Condesa;3;100;14000.0
Galpón/Depósito/Almacén;Loma Bonita;0;5000;52500.0
Cocineta;San Pedro de los Pinos;0;15;2450.0
Departamento;Lomas de Chapultepec;1;30;10500.0
Departamento;Condesa;3;100;13650.0
Conjunto Comercial/Sala;Centro Histórico;1;25;2450.0
Departamento;Narvarte;2;80;5950.0
Departamento;Centro Histórico;1;52;5250.0
Conjunto Comercial/Sala;Centro Histórico;0;585;184275.0
Conjunto Comercial/Sala;Centro Histórico;0;50;5250.0
Departamento;Tlalpan;2;100;15400.0
Departamento;Roma;2;62;9800.0
Conjunto Comercial/Sala;Santa Fe;0;179;34650.0
Conjunto Comercial/Sala;Centro Histórico;0;38;2100.0
Conjunto Comercial/Sala;Condesa;0;68;7000.0
Galpón/Depósito/Almacén;Santa Marta Acatitla;0;7933;499796.5
Departamento;San Pedro de los Pinos;3;103;14000.0
